seqnames	start	end	width	strand	Conc	Conc_TAYN	Conc_Methyl	Fold	p.value	FDR
13	114028181	114028681	501	*	3.62771115357978	4.62771115357978	0	5.97762987408776	5.23009239029776e-07	1.08328270024263e-05
10	32695632	32696132	501	*	4.24781277090079	5.1781664801314	0.840553670710019	3.09744204488378	5.24296893885227e-07	1.08564071968613e-05
6	48905512	48906012	501	*	5.7808779264232	6.28784873206909	4.99235548063649	1.20342672329681	5.26941768131717e-07	1.09080693811005e-05
4	133489057	133489557	501	*	6.13770479110759	6.59594517820647	5.46225013825033	1.07403698314176	5.27456651614334e-07	1.09156223951689e-05
17	27085015	27085515	501	*	6.49527258637754	6.93083388699492	5.86836523689866	1.00436798686185	5.30971620548151e-07	1.09844060998512e-05
5	134463070	134463570	501	*	5.05652815525233	5.73754672910344	3.72275282910569	1.71323822453114	5.31082289890145e-07	1.09844060998512e-05
5	142357592	142358092	501	*	5.54440887487543	6.14694939386253	4.4903520458565	1.44885780678623	5.31671955936921e-07	1.0993477274748e-05
5	26147247	26147747	501	*	5.15655856275816	5.77272179879219	4.05869118192136	1.51078526040382	5.33351673861437e-07	1.10250760923806e-05
19	51726704	51727204	501	*	5.51548098204719	6.07793818090846	4.58096414331604	1.36783322640586	5.33569029457519e-07	1.10264366061964e-05
17	14492312	14492812	501	*	4.38436293267339	5.23047044887968	2.07932891822184	2.35208602130859	5.34550599823249e-07	1.10435846947584e-05
4	106791838	106792338	501	*	5.06134114695768	5.72507983527403	3.79536298415349	1.66537286001886	5.36168747408439e-07	1.1073870725995e-05
5	124072330	124072830	501	*	5.13087828817418	5.78727345606991	3.89253994923416	1.61691829804195	5.36699542259237e-07	1.10809889018143e-05
X	31158773	31159273	501	*	4.1948822658498	0.132606095965735	5.15104340474805	-4.00451159201054	5.36817969007537e-07	1.10809889018143e-05
11	70831514	70832014	501	*	4.74279479283759	5.55260782744175	2.72546972628375	2.15919874139999	5.37364664985969e-07	1.10891279405485e-05
2	131223887	131224387	501	*	5.69925223500349	6.24308707309904	4.81603623529421	1.29365721003953	5.38664934069054e-07	1.11103186922997e-05
1	6235516	6236016	501	*	5.20884791988195	5.8653109006595	3.97025738854735	1.61025232461588	5.38696924899099e-07	1.11103186922997e-05
12	102400691	102401191	501	*	4.12362834904118	5.11122454324659	0	5.53372010300117	5.3934425044616e-07	1.1120517340667e-05
16	29487317	29487817	501	*	5.49296833446282	6.13117085862984	4.32033595764126	1.55585014349314	5.4039781855304e-07	1.11390839862252e-05
11	99287145	99287645	501	*	5.74246724775212	6.27925349739634	4.87803560704145	1.27190341771793	5.41127783634016e-07	1.11509716569136e-05
5	102501594	102502094	501	*	5.85956499424878	6.36292678443503	5.07986317955486	1.18059711686973	5.42641788760672e-07	1.11790046646639e-05
18	3834185	3834685	501	*	5.60964182324771	6.17105467011049	4.67806859726976	1.35560410209727	5.43517531350493e-07	1.1193876629962e-05
17	30635884	30636384	501	*	4.97643288535963	5.69439810669488	3.48289068393997	1.81372183620629	5.43740443237007e-07	1.11952987751144e-05
19	3713249	3713749	501	*	5.16708577789688	5.78809600956181	4.05320123388345	1.52033250582939	5.43945517314563e-07	1.11956834434328e-05
1	34560654	34561154	501	*	4.59182729015612	5.43668872917916	2.29781590995935	2.34789562331548	5.44066856176604e-07	1.11956834434328e-05
7	24302910	24303410	501	*	5.98025161835108	6.48768507016004	5.19059292768169	1.19747290989444	5.45638438982939e-07	1.12248486671517e-05
3	55371950	55372450	501	*	5.92574849154266	6.40678549405554	5.19897417304407	1.12509478975952	5.45910284213502e-07	1.12272668203016e-05
15	8616175	8616675	501	*	4.68563929506291	5.44928822469879	2.95931368248408	2.00333002292285	5.47042019073067e-07	1.12473632195009e-05
17	12117683	12118183	501	*	4.18771554436334	5.0946040953203	1.18774621378891	2.81707611845451	5.4915206218388e-07	1.12875569210977e-05
14	103392152	103392652	501	*	5.1230597026294	5.77180329582827	3.91282319747083	1.62626748658352	5.50317596433974e-07	1.13071752455158e-05
5	144810251	144810751	501	*	5.87530006619409	6.370178739822	5.11603632641092	1.17273340196428	5.5041730989125e-07	1.13071752455158e-05
10	59894089	59894589	501	*	5.65852904027994	6.25558267878003	4.62163546051532	1.43155555984267	5.51984379426658e-07	1.13361669207513e-05
9	69342182	69342682	501	*	4.72036193444433	5.50751242315514	2.85438470858499	2.06491297004487	5.53035131252159e-07	1.13545415505928e-05
4	125840592	125841092	501	*	5.7506683748733	6.31754008108605	4.80361821874605	1.3575354249105	5.54948656737656e-07	1.13906146996339e-05
1	90222170	90222670	501	*	5.80640609612758	6.32005251538752	5.00136545678979	1.22436841675764	5.55272018340353e-07	1.13940377525378e-05
5	111511138	111511638	501	*	5.90180839938138	6.38361461830239	5.17325572202574	1.13047413285673	5.56243028426017e-07	1.14107447074605e-05
1	34200907	34201407	501	*	5.68387662105495	6.21512774094244	4.83396330520241	1.26242675959071	5.58587344165816e-07	1.14556062354953e-05
5	116491467	116491967	501	*	5.86732029317177	6.38157736830096	5.06075531249584	1.21639552935582	5.59365065042183e-07	1.14683235355493e-05
9	115113808	115114308	501	*	5.62967341810418	6.1661189021291	4.76614143587425	1.27226179346885	5.60526264151989e-07	1.14888936784482e-05
13	73878958	73879458	501	*	5.06896141533443	5.71889310552957	3.85440684414539	1.6045497561126	5.6402271731029e-07	1.15573035707262e-05
13	9170681	9171181	501	*	4.33458470294075	5.2155948433589	1.6756428292177	2.56137972738571	5.65251322104313e-07	1.15783385639075e-05
10	91115824	91116324	501	*	3.66194700050471	4.66194700050471	0	5.99424893275622	5.65367520821891e-07	1.15783385639075e-05
11	121158009	121158509	501	*	4.9378027099795	5.63623783941755	3.53141971914255	1.74773924619633	5.65671535046966e-07	1.15813049816045e-05
9	106370762	106371262	501	*	5.70432136216426	6.21596835839002	4.9042560205027	1.20518195890554	5.65881219366713e-07	1.1582339005564e-05
4	137938628	137939128	501	*	6.05731658366185	6.55474203517604	5.29195992082282	1.16607665239453	5.66975878188211e-07	1.16014808280677e-05
15	92981146	92981646	501	*	5.17828458233833	5.79870189101779	4.0663718597911	1.51107905617398	5.6720547490274e-07	1.1602915932063e-05
10	64712780	64713280	501	*	5.82729629506634	6.34773992757532	5.00515985795166	1.23087222824526	5.67911799937132e-07	1.16140995780848e-05
10	39764025	39764525	501	*	5.60357528582793	6.14993042910598	4.71356035599046	1.29497369079156	5.68537006817537e-07	1.16236184959439e-05
8	74588003	74588503	501	*	4.65097051446915	5.43482408722737	2.80556087600428	2.07518174017386	5.70722486365544e-07	1.16650225492742e-05
15	83730719	83731219	501	*	4.23175812631554	5.20291950804657	0	4.68769531443679	5.71624809979378e-07	1.16776313204501e-05
17	26831286	26831786	501	*	3.64610506883022	0	4.64610506883022	-5.97642272051463	5.71660359845572e-07	1.16776313204501e-05
11	22172612	22173112	501	*	4.53302191835914	5.35007378983252	2.46325456643685	2.20430908251313	5.72768792752385e-07	1.16944624200442e-05
6	136781760	136782260	501	*	5.65721687458064	6.18757623676025	4.80962381150064	1.25720354579483	5.72805740074453e-07	1.16944624200442e-05
15	86828905	86829405	501	*	5.06611685709791	5.71841646813087	3.84290678795998	1.60856179130746	5.73641105474694e-07	1.17082321900856e-05
2	156534581	156535081	501	*	5.62445220858938	6.14691183384458	4.79719045699003	1.24009148512739	5.74655473431703e-07	1.172529878716e-05
16	88716509	88717009	501	*	5.68706703146996	6.20825303849564	4.86304618491005	1.23996368122309	5.74799565353268e-07	1.172529878716e-05
2	166876309	166876809	501	*	5.13747588831177	5.82668039659954	3.77013791262165	1.75895516915581	5.75691455306972e-07	1.17373319998666e-05
5	124736236	124736736	501	*	5.78492970842817	6.30698136816802	4.95870718818475	1.23827164822546	5.75712077670297e-07	1.17373319998666e-05
9	96792878	96793378	501	*	5.7874682987499	6.33731086315503	4.88797254433761	1.30289687061221	5.76773499034648e-07	1.17556779020331e-05
18	67279507	67280007	501	*	4.94404066178413	5.6385920969087	3.55424494348135	1.75542373629097	5.77373087529193e-07	1.17646031833903e-05
17	78824403	78824903	501	*	5.54722285555779	6.10295937193982	4.63150798198278	1.33754875008512	5.79081416538434e-07	1.17961089338147e-05
6	4716454	4716954	501	*	6.18415989185779	6.64990618678557	5.49209763514204	1.08938447858803	5.79772073687873e-07	1.18068724874757e-05
13	107111904	107112404	501	*	5.00669239639288	5.69359981797823	3.64887096978628	1.73263059395527	5.81686057945839e-07	1.18418117346097e-05
15	29133254	29133754	501	*	5.17553187891138	5.82539280590522	3.96123495427275	1.61444568718293	5.82038971520099e-07	1.18418117346097e-05
10	54886766	54887266	501	*	5.67086221360724	6.19285850372473	4.84478065891069	1.24288262820066	5.82080359714205e-07	1.18418117346097e-05
12	53220726	53221226	501	*	5.40502736223164	5.98406949518035	4.42264407459946	1.40886412982604	5.82177564693348e-07	1.18418117346097e-05
16	31970027	31970527	501	*	5.79302576482556	6.33182856678767	4.92325432230191	1.27584911634398	5.82301477212781e-07	1.18418117346097e-05
8	12153754	12154254	501	*	4.26315134630111	5.17408137075494	1.20116211381549	2.86751793496389	5.82988972433181e-07	1.18524801903201e-05
7	44397337	44397837	501	*	5.2893315940077	5.90660755993231	4.18780757372668	1.51413016708696	5.83583348748936e-07	1.18612500572678e-05
17	4667291	4667791	501	*	5.48304693773294	6.03626589690324	4.57429037344131	1.32519973482601	5.8402772562122e-07	1.18653071298867e-05
16	31983872	31984372	501	*	4.22309615650302	5.19531785160616	0	4.68714234203938	5.8410909582142e-07	1.18653071298867e-05
12	111327174	111327674	501	*	5.84260514109157	6.33856610315503	5.08075658664132	1.17729765113812	5.85124782121156e-07	1.18826219708294e-05
1	179886188	179886688	501	*	6.03214427494959	6.54338642240217	5.23308342290746	1.18971259401106	5.86347756511959e-07	1.19041355488504e-05
8	121554991	121555491	501	*	5.08285667844234	5.73088616400502	3.8752076440828	1.60632276326053	5.86697726437488e-07	1.19079181781788e-05
1	34247644	34248144	501	*	5.81778619553355	6.31883981415647	5.0436860562572	1.18207521939899	5.89265617318905e-07	1.19567022066301e-05
10	116837621	116838121	501	*	4.48524535311368	5.35024197243799	2.0005710763938	2.46747085363553	5.90320808007665e-07	1.19747736139007e-05
8	75784605	75785105	501	*	5.08181190886203	5.77219021570143	3.70958079462052	1.72837464862869	5.90777757624523e-07	1.19807028924284e-05
8	18740298	18740798	501	*	5.53537454066686	6.08860136110974	4.62659631950055	1.31673242643255	5.92057417769741e-07	1.20033084115853e-05
12	112739035	112739535	501	*	5.89030539970421	6.37305027008265	5.15957838357519	1.13225354667083	5.93112681483191e-07	1.2020136647681e-05
12	24470040	24470540	501	*	3.61133744445029	4.61133744445029	0	5.93615581883177	5.93217853879342e-07	1.2020136647681e-05
16	97640206	97640706	501	*	4.80238926497326	5.51708949563658	3.32387353481049	1.81833130330059	5.94726558255051e-07	1.20450784768195e-05
16	91496141	91496641	501	*	5.98900615431253	6.49245818707462	5.20908470603121	1.18890109755711	5.94779860192852e-07	1.20450784768195e-05
5	90795852	90796352	501	*	4.56222756410966	5.38951647427179	2.41439966905835	2.26484300824054	5.96562791176167e-07	1.20778236990405e-05
16	87052272	87052772	501	*	4.80454890567953	5.51642312606692	3.3388871103541	1.81399249827877	5.968059881272e-07	1.20793864016967e-05
17	80543402	80543902	501	*	6.04246069747225	6.54839129304878	5.25648838528662	1.18480394614041	5.98053644233948e-07	1.21012728908217e-05
17	64373000	64373500	501	*	5.3772115814805	5.97472595883176	4.3388871103541	1.45164910960254	6.03031376686457e-07	1.21986021856649e-05
18	14621614	14622114	501	*	5.33271301625227	5.95027575361109	4.23024464912244	1.49418625114525	6.04437080884989e-07	1.2223639609904e-05
9	6886811	6887311	501	*	5.28093813749515	5.89793857985955	4.18032066597349	1.49411191685898	6.04716216015885e-07	1.22258866423906e-05
5	72136418	72136918	501	*	5.67443959115436	6.18958464233543	4.86565398066181	1.21895926326915	6.07168644237217e-07	1.22720589057313e-05
6	142912593	142913093	501	*	5.72209930625922	6.2317156842055	4.92706237108086	1.20287656762183	6.0861957657486e-07	1.22979689670415e-05
6	31356403	31356903	501	*	5.22288278543632	5.86410036192004	4.03962212589982	1.59661325139874	6.08869440710465e-07	1.22996021972281e-05
13	91348393	91348893	501	*	4.74892151929595	5.530591779197	2.91694728348132	2.07921119575503	6.09086472604886e-07	1.23005714699277e-05
13	43674700	43675200	501	*	5.8167097670801	6.31353326366347	5.05279651984791	1.17440423666234	6.11094624109294e-07	1.23375072067198e-05
2	17892227	17892727	501	*	5.25832927944222	5.88368607583442	4.12988189847548	1.55020365766798	6.11254531564459e-07	1.23375072067198e-05
16	95769867	95770367	501	*	5.47319686264331	6.03035826034213	4.55352340501146	1.33715220428671	6.12385318650365e-07	1.23569032004871e-05
7	37366013	37366513	501	*	5.07854171334643	5.71404721964039	3.91533201867602	1.56825380928415	6.16550306996058e-07	1.24374965311766e-05
9	67175455	67175955	501	*	4.64439403483491	5.41997395169809	2.8491455994977	2.03299391553601	6.1853912763273e-07	1.24741581330212e-05
19	53343218	53343718	501	*	4.46796783160968	5.33276307905416	1.9853447697554	2.45707428216622	6.19248624244022e-07	1.24826247062148e-05
18	54502952	54503452	501	*	3.62708087287377	4.62708087287377	0	5.93960148399637	6.19302051721828e-07	1.24826247062148e-05
17	12235616	12236116	501	*	5.78721104324927	6.30564741712062	4.97015261645965	1.23432422200089	6.20168726337081e-07	1.24966316905193e-05
4	46846097	46846597	501	*	4.93958949368305	5.63600416721532	3.54186524427617	1.74639879796843	6.20640236320799e-07	1.25026704084746e-05
16	32265223	32265723	501	*	3.64877412207918	4.64877412207918	0	5.95890868386072	6.22005657117416e-07	1.25267084497189e-05
6	81237605	81238105	501	*	4.61916879613885	5.43287844410757	2.57388426574084	2.17024008075044	6.23558121146966e-07	1.25499592839014e-05
8	121734423	121734923	501	*	5.63154790848666	6.16418223675779	4.7780253932693	1.26340727003526	6.23599495672998e-07	1.25499592839014e-05
3	79843509	79844009	501	*	5.90890106720427	6.40530079956228	5.14600272947147	1.16791809667718	6.23677593977536e-07	1.25499592839014e-05
1	192725320	192725820	501	*	4.16337094232587	5.12165469470003	0.0305499090536207	3.96081106961697	6.23892421300865e-07	1.25508112389037e-05
1	91642195	91642695	501	*	5.36518204897858	5.96500382022533	4.31966328614378	1.44917547413016	6.24444419836563e-07	1.25584437038606e-05
7	139471021	139471521	501	*	5.17124364771552	5.81646370660507	3.97371705625642	1.58011386836427	6.27027670951416e-07	1.26069119705548e-05
9	121447489	121447989	501	*	6.02650165028057	6.52816438331113	5.25092623894191	1.18684226151715	6.30325472865284e-07	1.2669716127651e-05
5	129317543	129318043	501	*	5.52109925145587	6.0607437200263	4.64909101222936	1.28514568623803	6.3058824914406e-07	1.26714975897457e-05
2	167397763	167398263	501	*	6.17269588482073	6.67506606418142	5.39540436297044	1.170986556383	6.31322871852902e-07	1.26827570747191e-05
6	25023760	25024260	501	*	5.04501332579661	5.68740475229706	3.85758743845966	1.578964552782	6.31767244331088e-07	1.2688181065212e-05
7	123392737	123393237	501	*	5.11995434430692	5.74576296407125	3.9899821599461	1.53013332654148	6.32530766569211e-07	1.27000099800981e-05
16	35525110	35525610	501	*	4.98083463409026	5.65335644305089	3.68089584251046	1.67546511263847	6.3293956129172e-07	1.27047120822812e-05
1	77334998	77335498	501	*	5.24144445383157	5.91571690727863	3.9346148876652	1.66494695720718	6.33158991465105e-07	1.27056116094803e-05
5	124746774	124747274	501	*	5.48119501202802	6.03868903740026	4.56059532312621	1.34504947572315	6.34293438243251e-07	1.27237741443139e-05
7	28459210	28459710	501	*	6.35786189373505	6.80256724983899	5.71166817469896	1.02024415614039	6.344138174013e-07	1.27237741443139e-05
7	137206939	137207439	501	*	6.10997128737255	6.56292626845752	5.44604645937056	1.05428375427989	6.34718322832911e-07	1.27260857857571e-05
9	67686094	67686594	501	*	4.12187708338986	5.10945814662977	0	5.49749043559569	6.3487887253547e-07	1.27260857857571e-05
13	81064614	81065114	501	*	5.0004258561578	5.66452855312869	3.73306004955518	1.66255141137534	6.35563782759898e-07	1.27363061208919e-05
7	29895133	29895633	501	*	6.51434173739237	6.96124292454359	5.86345957900992	1.02648719506788	6.35932969896334e-07	1.27401956741649e-05
5	121695486	121695986	501	*	4.55304855199161	5.36200373869706	2.54179672085268	2.16212252730178	6.3794801655518e-07	1.2775392027724e-05
16	57314890	57315390	501	*	4.37108265042046	5.2326508038967	1.92090155291645	2.45970258030641	6.38040963521969e-07	1.2775392027724e-05
10	93993323	93993823	501	*	4.74499688934565	5.47309935967551	3.20355120090879	1.87358699870526	6.38533740885986e-07	1.27817415648107e-05
10	81182049	81182549	501	*	3.60289981019525	0	4.60289981019525	-5.91551487628729	6.39564586927334e-07	1.27988553461479e-05
19	8674953	8675453	501	*	5.50358106657457	6.07342800546554	4.54800014312089	1.36152509651108	6.4269359665337e-07	1.28579362588092e-05
10	108316779	108317279	501	*	5.10286123890243	5.73709890150751	3.94405384131058	1.54968626153844	6.43627677962546e-07	1.2873084313246e-05
4	62278942	62279442	501	*	5.26138183655309	5.88957387529102	4.12333140385281	1.52340424784513	6.45892846360062e-07	1.29148395657316e-05
17	30762395	30762895	501	*	6.77839977493985	7.20070958797187	6.17878173959687	0.963313816913798	6.46123758292092e-07	1.29159074243427e-05
10	108077408	108077908	501	*	5.41923115494371	5.99893540475426	4.43489188659405	1.39085860885999	6.46767168254201e-07	1.2925218199308e-05
1	170527670	170528170	501	*	5.04026524810666	5.68499553759064	3.84449405510581	1.59719619908626	6.47280104273972e-07	1.29319171409355e-05
7	129773193	129773693	501	*	5.03998146592206	5.71355663372055	3.73590145845565	1.68117238348086	6.47569461559897e-07	1.2932573524276e-05
5	120778334	120778834	501	*	5.77867134271306	6.31345515270824	4.91951530843506	1.26084125344929	6.47680597372346e-07	1.2932573524276e-05
X	31145780	31146280	501	*	4.15330074652425	0.194289053440596	5.10615526802416	-3.57015745071104	6.47846164891305e-07	1.2932573524276e-05
3	72451906	72452406	501	*	5.27215190972023	5.8864378598325	4.18042635841054	1.50207926633464	6.49433626786477e-07	1.29607073466441e-05
16	50869974	50870474	501	*	6.05837657805326	6.56079818704501	5.28096018666614	1.16937844096981	6.50160127183124e-07	1.29716482956473e-05
2	166763315	166763815	501	*	5.60376283629188	6.15018727251298	4.71356035599046	1.29550673379353	6.50339862223536e-07	1.29716774657267e-05
11	104861693	104862193	501	*	5.69582279996789	6.21770885039906	4.87002184743046	1.23002591689498	6.52225273938085e-07	1.30057187195278e-05
14	57100156	57100656	501	*	5.35972907720948	5.93253362986361	4.3956000018271	1.37654213339358	6.52859029771063e-07	1.3014789474858e-05
6	145425899	145426399	501	*	5.96327039740931	6.43785100260718	5.25129997910165	1.10183316573139	6.54666654582981e-07	1.30472500102497e-05
9	116351646	116352146	501	*	4.83518756648579	5.62118820024154	2.97642232972897	2.05357080386077	6.56773871010828e-07	1.30856618774263e-05
3	22284764	22285264	501	*	4.80394449777694	5.56566905243998	3.08838195359911	1.9762670436068	6.57302360258422e-07	1.30917332333169e-05
5	76643719	76644219	501	*	4.90808510015219	5.60185116903309	3.52161524482709	1.74409848215423	6.57438440341107e-07	1.30917332333169e-05
13	58625153	58625653	501	*	6.09901916017811	6.56689035950769	5.40220454190629	1.09210059085561	6.58176832206616e-07	1.31028511195212e-05
5	74032312	74032812	501	*	5.53409037742164	6.08707661788695	4.62597472494748	1.31829285741621	6.5876522099387e-07	1.31109775096217e-05
12	84742269	84742769	501	*	4.34349962388835	5.24195824999091	1.46439992566437	2.678219634093	6.61017433236224e-07	1.31522044010302e-05
3	87084615	87085115	501	*	5.32732991213772	5.90691158458618	4.34335302134304	1.40377544321448	6.61705974019129e-07	1.31609719197269e-05
1	190077593	190078093	501	*	6.05092877833709	6.51790265095199	5.35612380065513	1.08214782443485	6.61819829505117e-07	1.31609719197269e-05
2	136549732	136550232	501	*	5.79727240286961	6.30305855068376	5.01165371113823	1.18164828998636	6.62149506426502e-07	1.31639302011234e-05
10	84767165	84767665	501	*	4.11776486890528	5.05868197620627	0.478442138539278	3.43872696591235	6.637026176421e-07	1.31880615099184e-05
11	43558820	43559320	501	*	3.61802831013888	4.61802831013888	0	5.92100432656361	6.63725811873084e-07	1.31880615099184e-05
10	75369765	75370265	501	*	4.83342277236838	5.59147536345174	3.13813835265558	1.96225186089999	6.64623629973372e-07	1.32022957105521e-05
1	161532422	161532922	501	*	5.17929533782444	5.80959305452934	4.03405899088185	1.55884127547785	6.66875812590769e-07	1.32434183273859e-05
11	5935414	5935914	501	*	5.92333257205416	6.40197753806513	5.20206843149019	1.11406715627547	6.68002782979736e-07	1.32589992559469e-05
5	75110048	75110548	501	*	3.64403347813888	4.64403347813889	0	5.94188445318501	6.6802483779258e-07	1.32589992559469e-05
15	100440982	100441482	501	*	4.30105752110006	5.19159911872449	1.52636256906389	2.69594947309624	6.69469562493407e-07	1.32840506614965e-05
3	9112403	9112903	501	*	5.57672747315143	6.11258638826281	4.71474228724881	1.28210729449748	6.6999040715256e-07	1.32904670372981e-05
9	20837510	20838010	501	*	6.20888281876702	6.72661707240178	5.39359475901619	1.23728143587329	6.7015823371558e-07	1.32904670372981e-05
13	54274737	54275237	501	*	5.1525761021535	5.79037430378992	3.98136137628695	1.56856419659923	6.74978505431141e-07	1.3382414438879e-05
2	108469860	108470360	501	*	4.973248919869	5.64637988147092	3.67091710037653	1.67947608013039	6.81265731888891e-07	1.35033883000358e-05
10	76294292	76294792	501	*	5.76172144027847	6.33829681733451	4.7865941686861	1.38657724548404	6.81455635894816e-07	1.35034739745682e-05
3	106334299	106334799	501	*	4.31801960037562	5.22736062404404	1.28075478839417	2.78439534070593	6.82285739071496e-07	1.35068862273525e-05
19	56971705	56972205	501	*	6.1372487629318	6.61335851947397	5.42179181973805	1.11910587092359	6.82287318265707e-07	1.35068862273525e-05
18	44652628	44653128	501	*	4.67096441292289	5.45924008386273	2.79788926605045	2.0645007020732	6.82294064817893e-07	1.35068862273525e-05
13	114394084	114394584	501	*	5.53831440761444	6.09778234389597	4.61220150553204	1.3358939581246	6.8237034992713e-07	1.35068862273525e-05
10	126549974	126550474	501	*	3.58913282662065	0	4.58913282662065	-5.88959822956258	6.83077807833005e-07	1.35172125459214e-05
12	25324973	25325473	501	*	4.58647997973434	5.37991730550082	2.68031585201354	2.08954640020884	6.83874186049932e-07	1.35292923870449e-05
19	13269587	13270087	501	*	5.14444866948898	5.80621739828595	3.88595111734738	1.63360092979233	6.84405924714691e-07	1.35361316390364e-05
11	27131349	27131849	501	*	4.53340618400968	5.32829834452133	2.61775523328655	2.12330518484797	6.88369179854637e-07	1.36108170200443e-05
5	134797786	134798286	501	*	5.64490708139509	6.19027226565911	4.75756796532446	1.29667458006603	6.8944436811332e-07	1.36248673045446e-05
15	36621941	36622441	501	*	4.12523845590467	5.08774486583393	0	3.94633975252674	6.89454275048217e-07	1.36248673045446e-05
6	86391963	86392463	501	*	5.0989941096658	5.76653775697835	3.8184271509848	1.64118304214249	6.89766060905909e-07	1.36273276920165e-05
14	92206008	92206508	501	*	5.49870282863447	6.0617287949072	4.56257943270577	1.35365136773667	6.90505855233933e-07	1.36382403757836e-05
16	94822112	94822612	501	*	4.37504180296381	5.24222695509738	1.86786577210818	2.47240652290384	6.90797905929396e-07	1.36403061137424e-05
1	57105427	57105927	501	*	4.35969171457013	5.24524958577564	1.64677265803025	2.57383994511463	6.93022609810922e-07	1.36805220178166e-05
6	120958475	120958975	501	*	5.79244028363746	6.35882010048706	4.8467939686716	1.35915332832826	6.93704393995035e-07	1.36902665636726e-05
7	7061558	7062058	501	*	5.09574557670981	5.74717763741958	3.87571435893294	1.62226337536916	6.94681889821658e-07	1.37058401163485e-05
16	18670225	18670725	501	*	4.96771941501371	5.69827848111136	3.41436963962982	1.84338883562704	6.94990262617541e-07	1.37082072319979e-05
15	79863250	79863750	501	*	6.21635210880894	6.66536930837322	5.56093068575862	1.03652144653471	6.97313923306781e-07	1.37503124665505e-05
1	125096864	125097364	501	*	4.75134787085524	5.4969421805611	3.12245026551536	1.90902246796672	6.97886502905131e-07	1.37578747252468e-05
1	52122931	52123431	501	*	4.44717317485366	5.31143620188561	1.96995604792255	2.44099070929687	6.98303287386529e-07	1.37623624323147e-05
5	51775663	51776163	501	*	5.24572435500398	5.84397390731437	4.20511279984385	1.4449323821326	6.99739852022e-07	1.37869403879439e-05
2	173529390	173529890	501	*	4.60739067415313	5.37753908872312	2.84399854914983	2.0276791694526	7.00161475405389e-07	1.37915131117819e-05
17	47167003	47167503	501	*	5.13037664680561	5.78826986460968	3.88645407345955	1.63483023707044	7.0079148113297e-07	1.38001868854339e-05
18	81902826	81903326	501	*	4.4604313743981	5.33576593198444	1.86591461451233	2.57277185859446	7.05974481526909e-07	1.38984905842377e-05
11	13162981	13163481	501	*	5.12766604735632	5.7831961472338	3.89253994923416	1.60739413655394	7.10087067227857e-07	1.39756735928322e-05
17	45250010	45250510	501	*	5.28743097310884	5.89438791304149	4.21936123493901	1.46634563346229	7.10690242285782e-07	1.39837626012548e-05
8	84347158	84347658	501	*	5.35675026008552	5.97384926931593	4.25580856162403	1.50830364440697	7.13983073737167e-07	1.40447554458874e-05
4	148769016	148769516	501	*	5.09397312476603	5.73332168393179	3.91731272303944	1.57812830620858	7.14461267919522e-07	1.40503635777373e-05
19	28664039	28664539	501	*	4.85035763726205	5.57169232390868	3.341105996926	1.83098518279785	7.1553369931777e-07	1.4065423537702e-05
15	101198891	101199391	501	*	5.92752018017423	6.41925360047312	5.17573109725491	1.14364144183039	7.15613676409342e-07	1.4065423537702e-05
1	189850231	189850731	501	*	5.55244154079047	6.15878804024883	4.4863193657638	1.45374371469038	7.18346138749888e-07	1.41153173356355e-05
8	120040253	120040753	501	*	5.57761017000213	6.16747596759979	4.56279949013447	1.41300991893663	7.19837960439773e-07	1.4140812504179e-05
4	126890495	126890995	501	*	3.58484156964345	4.58484156964345	0	5.86943053773471	7.21350760316856e-07	1.41667059036263e-05
8	125762926	125763426	501	*	5.63232269104635	6.16441968583339	4.7802037214939	1.25864326120916	7.2172295946722e-07	1.41701909605271e-05
3	89609200	89609700	501	*	5.05043733760838	5.75002531265486	3.63908492533547	1.74447342905042	7.22113863393901e-07	1.41740412846319e-05
4	45620472	45620972	501	*	5.90470201696486	6.40454646042042	5.13352419140953	1.16826778577852	7.22894120480657e-07	1.41855299052141e-05
5	39067055	39067555	501	*	6.01457471794368	6.48966950005647	5.30143330836668	1.106107066628	7.23543100879187e-07	1.41944369504644e-05
8	120753354	120753854	501	*	5.4702240194505	6.10752455818879	4.30075176322545	1.58274003249447	7.24068871591766e-07	1.42009227233508e-05
8	117701353	117701853	501	*	5.96005953531059	6.43435281546894	5.24874287840139	1.11705341298192	7.24570590885013e-07	1.42069334154045e-05
17	6493803	6494303	501	*	6.05969842845923	6.54885426622875	5.31399414221988	1.13590066118595	7.25774397426354e-07	1.42267032542925e-05
16	78327526	78328026	501	*	5.4098934966942	6.03125080892911	4.29485307500507	1.50957362826067	7.26474270930944e-07	1.4236586958187e-05
11	105339300	105339800	501	*	5.05587707837056	5.72689900661581	3.76180935072078	1.68097186952168	7.28421968801199e-07	1.42697785709534e-05
1	190908899	190909399	501	*	5.00208596463014	5.69637150934382	3.61341729849994	1.76952123880162	7.28560221418741e-07	1.42697785709534e-05
1	154489270	154489770	501	*	4.46459425727149	5.31358301556731	2.13370867707069	2.33451926103192	7.29203928547438e-07	1.42785429098217e-05
15	89160247	89160747	501	*	5.85674049378536	6.38067498334403	5.02571302790011	1.23786228692771	7.30130088543087e-07	1.42928317548186e-05
1	13281071	13281571	501	*	4.74664370209811	5.53008008948796	2.90381255220728	2.05560935461581	7.31698889525385e-07	1.43196896983689e-05
